reaction,pH 5.0 (mV),pH 5.0 (mV),pH 5.1 (mV),pH 5.1 (mV),pH 5.2 (mV),pH 5.2 (mV),pH 5.3 (mV),pH 5.3 (mV),pH 5.4 (mV),pH 5.4 (mV),pH 5.5 (mV),pH 5.5 (mV),pH 5.6 (mV),pH 5.6 (mV),pH 5.7 (mV),pH 5.7 (mV),pH 5.8 (mV),pH 5.8 (mV),pH 5.9 (mV),pH 5.9 (mV),pH 6.0 (mV),pH 6.0 (mV),pH 6.1 (mV),pH 6.1 (mV),pH 6.2 (mV),pH 6.2 (mV),pH 6.3 (mV),pH 6.3 (mV),pH 6.4 (mV),pH 6.4 (mV),pH 6.5 (mV),pH 6.5 (mV),pH 6.6 (mV),pH 6.6 (mV),pH 6.7 (mV),pH 6.7 (mV),pH 6.8 (mV),pH 6.8 (mV),pH 6.9 (mV),pH 6.9 (mV),pH 7.0 (mV),pH 7.0 (mV),pH 7.1 (mV),pH 7.1 (mV),pH 7.2 (mV),pH 7.2 (mV),pH 7.3 (mV),pH 7.3 (mV),pH 7.4 (mV),pH 7.4 (mV),pH 7.5 (mV),pH 7.5 (mV),pH 7.6 (mV),pH 7.6 (mV),pH 7.7 (mV),pH 7.7 (mV),pH 7.8 (mV),pH 7.8 (mV),pH 7.9 (mV),pH 7.9 (mV),pH 8.0 (mV),pH 8.0 (mV),pH 8.1 (mV),pH 8.1 (mV),pH 8.2 (mV),pH 8.2 (mV),pH 8.3 (mV),pH 8.3 (mV),pH 8.4 (mV),pH 8.4 (mV),pH 8.5 (mV),pH 8.5 (mV),pH 8.6 (mV),pH 8.6 (mV),pH 8.7 (mV),pH 8.7 (mV),pH 8.8 (mV),pH 8.8 (mV),pH 8.9 (mV),pH 8.9 (mV),pH 9.0 (mV),pH 9.0 (mV)
C00036 <=> C00149,-54.34,-57.69,-61.01,-64.29,-67.55,-70.78,-73.99,-77.17,-80.33,-83.47,-86.60,-89.71,-92.80,-95.88,-98.95,-102.00,-105.05,-108.08,-111.11,-114.13,-117.15,-120.15,-123.16,-126.16,-129.15,-132.14,-135.12,-138.11,-141.09,-144.06,-147.04,-150.01,-152.98,-155.95,-158.92,-161.89,-164.85,-167.82,-170.78,-173.75,-176.71,-179.67,-182.63,-185.59,-188.55,-191.51,-194.47,-197.43,-200.39,-203.35,-206.31,-209.26,-212.22,-215.18,-218.14,-221.09,-224.05,-227.01,-229.97,-232.92,-235.88,-238.84,-241.79,-244.75,-247.71,-250.66,-253.62,-256.58,-259.53,-262.49,-265.45,-268.40,-271.36,-274.32,-277.27,-280.23,-283.19,-286.14,-289.10,-292.06,-295.01,-297.97
